"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"1581",5.87,-5.19,4.76,-1.89,2.91,2.18,-5.05,2.33,5.63,5.92,-3.88,-4.32,-5.19,-4.03,-9.81,2.33,-0.83,6.02,6.21,-0.63,-4.37,8.4,-0.49,-3.25,-0.68,-3.54,3.25,2.23,2.91,-1.21,3.45,3.54,-3.06,-5.15,1.17,-0.49,-0.44,3.3,-3.11,-0.53,-0.68,-0.58,2.04,4.56,4.42,-2.91,-0.83,6.5,4.81,2.38,-3.88,-4.66,-3.06,2.18,3.06,3.35,-0.87,-4.81,-1.07,-1.12,-2.67,-1.5,-4.66,3.54,-9.27,2.38,-2.57,4.03,-0.44,-4.9,-0.53,-2.28,-2.96,-4.56,-4.37,2.67,-5,-0.78,-6.5,-1.7,-0.83,-0.87,-4.81,1.6,-4.08,-1.89,4.27,4.03,4.9,-0.24,5.44,6.21,4.85,-0.53,-0.87,3.98,-1.5,-2.57,-2.04,-0.78
"1582",9.03,5.92,-9.27,-8.93,6.5,-6.94,4.66,5.58,0.29,4.61,6.02,6.75,-9.51,-7.28,1.8,6.99,-5.05,-0.29,3.45,-1.46,0.53,3.88,4.03,-9.17,7.38,2.33,7.38,7.72,-8.01,1.6,4.9,6.5,5.29,-4.03,8.16,6.7,-9.76,8.83,-7.43,8.79,-5.15,4.81,0.58,-6.55,6.41,3.93,8.25,-5.34,1.99,5.83,0.78,-7.14,4.76,2.77,-0.68,-5.1,4.27,-8.01,4.47,2.96,2.96,7.52,-3.45,-7.09,2.14,-6.31,-3.06,-4.95,-1.21,4.08,-3.35,4.56,3.59,-5.19,-5,4.95,-1.21,0.44,-1.02,-6.41,-6.07,1.12,-4.08,5.1,3.74,1.5,5.73,1.21,8.11,4.22,8.79,7.67,8.4,4.81,2.04,8.59,3.06,-8.64,-4.37,2.82
"1583",5.68,5.78,5.78,5.78,-6.6,6.84,6.65,-7.96,6.21,6.41,5.87,6.8,5.34,7.86,-6.94,-6.65,6.55,-6.5,8.45,6.65,6.6,6.07,5.97,5.34,6.46,8.45,7.38,6.21,7.38,6.21,6.75,5.73,6.12,7.86,6.8,5.87,-6.02,6.36,6.46,5.83,6.21,6.26,5.78,6.07,6.21,5.63,6.75,6.41,6.65,5.87,6.12,6.12,-6.8,6.94,6.75,7.04,6.02,5.34,5.63,6.55,8.06,5.97,-5.73,6.21,6.07,6.07,6.07,7.23,6.8,6.21,5.68,5.83,5.83,5.83,6.26,5.87,5.92,5.92,5.92,5.92,6.17,6.17,6.17,6.12,6.17,6.65,6.26,6.26,7.04,5.63,5.63,5.29,6.6,6.21,6.26,6.31,6.41,6.65,6.89,8.2
"1584",-6.17,6.26,5.49,8.06,2.33,4.56,-0.63,0.15,7.82,8.25,-0.05,-0.15,-1.41,6.41,4.32,-1.99,-0.39,1.46,2.18,-8.98,5.73,2.48,8.3,-7.96,9.27,4.27,-3.11,7.23,8.64,1.84,0.1,2.82,1.99,1.65,8.54,7.23,2.52,8.3,6.41,-0.1,9.03,1.65,1.94,1.65,7.18,5.87,7.67,6.36,8.79,8.74,8.45,-1.12,6.55,7.38,9.13,6.65,-5.83,7.72,6.02,8.45,7.23,7.77,5.73,-9.71,8.25,6.36,-0.15,0.24,8.59,1.6,-7.72,-7.28,0.44,-8.01,-7.57,-7.57,-6.12,-7.62,-7.18,-8.25,5.39,-5.92,-6.07,-7.62,-6.5,-6.46,-6.89,7.48,5.53,-3.59,7.09,7.23,6.55,5.24,8.45,4.17,-6.84,9.03,-6.99,-3.2
"1585",-4.27,-1.26,4.61,-6.07,1.75,2.77,-5.34,4.81,-3.4,-3.98,2.23,5.39,7.04,-4.51,3.88,3.79,-0.29,-1.12,0.68,-4.37,2.33,-3.16,-5.29,-4.27,0.87,-6.75,5.05,-6.55,6.41,-2.91,6.8,-3.35,-5.83,-0.78,-3.74,1.7,-6.07,-1.75,-1.89,3.79,-2.52,-0.15,4.61,-5.29,1.02,5.83,-7.67,1.26,-0.15,0.24,-2.52,3.2,5.24,-2.04,0.19,-4.47,-2.48,-2.62,1.7,-6.07,2.33,-4.08,0.34,-3.4,-2.33,-4.76,-2.52,-0.19,1.07,-0.49,-0.15,3.74,3.06,2.18,3.4,3.4,5.49,5.49,0.24,3.69,3.4,0.68,4.56,-1.89,2.43,0.24,0.24,-0.87,7.48,1.65,2.72,4.85,3.45,1.17,1.17,5.1,3.35,2.96,2.77,-0.05
"1586",-6.26,1.55,-2.77,7.23,6.21,-0.1,-0.44,1.99,-6.5,7.18,-7.04,-1.65,-6.89,-5.58,-0.63,6.89,-0.15,7.72,7.77,6.65,-7.04,-5.78,7.18,-0.1,-0.19,-7.18,-0.68,-6.7,7.52,-0.19,-5.97,7.62,-0.1,0.29,6.8,4.85,-3.25,6.41,6.41,-7.62,-6.8,6.65,-5.73,-4.9,-7.91,-6.02,-7.62,-7.09,-1.17,6.65,-5.19,0.05,2.38,7.28,-8.16,7.28,-5.78,-1.41,-0.53,-3.4,-0.58,8.06,-6.5,-6.89,-0.24,6.5,-6.41,-7.57,6.8,-1.89,6.8,6.7,8.83,6.5,7.57,-7.43,7.77,7.82,6.89,7.14,7.43,-7.52,6.46,-6.7,-6.7,-6.7,6.6,1.46,-6.31,-1.17,-6.55,-3.11,2.09,-3.83,-3.74,6.46,-0.24,7.62,-6.55,8.11
"1587",1.46,1.65,-0.34,-0.68,-3.83,5.73,-3.88,-2.38,1.75,1.8,2.52,5.68,3.11,5.97,-0.63,-2.62,-1.21,1.12,3.06,2.72,4.47,4.66,1.5,-0.34,-0.73,3.11,4.66,3.93,5.83,-0.1,5,3.25,1.7,6.31,4.37,0.1,1.36,4.76,2.77,6.84,-0.39,4.22,4.51,-0.34,4.76,6.5,5.05,2.33,7.14,4.76,2.57,4.32,2.28,7.04,6.89,7.14,-2.38,-0.87,4.47,1.84,4.37,3.54,6.36,1.17,4.47,8.5,0.05,4.81,5.68,3.69,6.99,7.04,6.65,7.09,7.09,7.18,7.33,7.77,7.33,7.23,7.57,7.43,6.99,6.17,6.55,6.89,0.39,7.18,8.25,5.68,5.68,1.6,6.94,7.43,5,5.15,5.15,7.48,3.4,8.25
"1588",4.13,3.74,3.83,3.83,1.8,0.34,-0.29,2.96,3.83,3.35,2.72,2.91,3.11,2.52,-0.39,1.8,0.05,2.38,3.59,2.52,1.55,8.35,2.52,8.3,2.72,2.96,-0.53,2.33,1.12,2.57,3.06,4.85,3.25,-0.39,4.51,-0.1,3.83,2.57,2.38,4.66,2.57,2.38,3.83,4.66,6.89,2.96,4.22,-0.49,-0.87,0.39,2.52,2.52,1.46,1.55,3.06,3.06,3.83,4.85,6.46,2.72,4.08,1.55,2.91,8.3,3.06,2.09,3.83,3.74,-0.68,3.83,-4.08,-4.08,-4.08,-5.68,-4.47,-1.31,-3.64,-3.64,-4.03,4.08,-1.75,2.38,2.33,2.48,2.48,7.82,-0.34,-0.44,-2.77,-3.01,0.83,-0.53,3.2,7.91,4.13,3.4,3.88,7.82,-0.34,4.32
"1589",-6.07,-2.04,-5.87,-1.5,-2.91,-1.12,-5.63,-6.89,-2.91,-1.12,-2.82,0.39,0.1,-2.96,-6.02,-9.13,-7.43,-5.53,-4.42,-5.63,2.18,-2.04,-2.52,-1.12,-1.65,-4.32,2.04,-3.01,3.79,-5.87,-0.68,2.18,-5.24,-1.07,-1.31,0,-5.24,-1.12,0.15,-2.33,-5.87,-0.63,-6.07,-3.88,-2.82,-2.38,-2.33,-3.35,0,2.04,-2.04,-2.43,2.04,4.76,-1.6,-2.86,-3.74,-4.17,-5.24,-5.63,-3.79,-5.78,-6.07,-5.24,1.46,-3.93,-5.24,-0.73,1.12,-2.43,-5.49,-5.63,-5.63,-4.95,-1.65,6.31,-6.41,-4.76,-6.46,-5.63,-2.96,-5.53,-5.53,-5.58,-5.78,-5.78,-5.78,-5.53,-0.29,-5.68,-0.97,-5.68,-5.68,-5.39,-5.39,-5.15,-7.14,-6.84,-4.08,3.74
"1590",4.56,3.25,2.43,4.17,3.11,8.74,6.41,6.75,-4.56,1.8,-4.22,7.62,2.48,4.17,0.19,-0.1,-0.05,-1.75,7.77,-0.83,5.15,-4.95,6.5,-9.22,4.76,-2.82,9.13,7.33,-6.7,6.02,6.36,3.83,7.82,7.04,0.83,8.11,8.35,6.65,-3.64,7.57,2.62,-5.68,-3.79,-6.75,2.91,-3.69,7.72,6.21,8.74,3.93,-3.01,1.84,8.11,-1.31,2.38,4.47,5.53,1.55,1.55,-1.41,5.34,8.88,9.13,7.09,-0.68,5.83,-1.6,9.17,6.55,6.5,7.77,-3.45,8.06,-1.36,7.09,7.48,8.93,5.97,5.97,6.6,8.83,7.52,0.53,8.74,6.7,6.94,3.06,4.9,9.32,9.27,8.83,4.76,4.37,9.13,6.41,8.64,4.56,7.43,5.05,5.92
"1591",-7.04,-7.52,7.18,7.18,-9.51,3.54,-6.84,3.4,7.18,7.09,7.43,-8.25,-7.57,-8.16,-7.57,-0.1,-0.34,0.34,-0.73,-0.73,-5.78,7.09,0.1,7.18,0,-6.46,-7.82,5.15,1.89,7.14,2.77,2.96,-7.04,2.48,2.48,-7.57,0.63,0,5.15,-7.43,3.01,5.15,7.43,7.18,3.54,5.15,3.54,5.15,2.77,3.64,-7.04,7.43,3.79,3.01,2.96,1.46,7.18,7.18,-8.74,7.18,-0.19,3.01,3.74,7.18,-5.78,2.48,7.09,5.53,2.43,5.15,-8.11,6.8,1.12,1.12,1.12,1.12,-7.91,3.88,-0.1,-0.1,-0.1,7.72,0.34,8.11,2.04,3.01,8.11,8.11,8.11,7.38,7.38,7.38,7.38,4.56,4.56,4.56,-8.11,-8.11,0.19,0.29
"1592",4.32,7.62,3.59,3.16,6.65,3.59,7.52,7.14,1.21,2.43,-3.98,0.44,7.67,4.08,-3.74,7.57,5.29,-0.34,4.13,4.66,5.73,-0.92,-4.85,-6.7,8.35,3.06,0.92,4.95,2.91,-6.26,5.29,6.94,-5.97,6.94,6.26,8.83,-5.05,0.1,3.45,0.97,2.48,3.54,1.26,5.58,6.31,-1.6,4.17,5.34,6.41,3.25,6.17,-2.28,7.14,-3.11,-2.43,-2.96,-7.62,-2.52,-0.29,2.77,2.62,7.33,5.39,-4.47,-3.5,6.17,2.96,5.49,8.2,3.98,-8.3,-3.2,3.11,6.65,5.05,-1.46,-1.21,7.52,-0.34,8.06,1.55,6.5,7.86,4.37,-2.91,5.73,7.14,7.38,4.85,5.63,8.93,5.73,1.6,3.83,5.34,3.74,5.58,4.27,-1.07,7.67
"1593",6.55,8.45,-8.06,-6.55,1.31,-0.15,-9.56,6.99,-6.89,-8.79,7.96,7.48,7.38,7.96,-9.13,-9.13,6.12,-8.3,7.96,-9.37,9.03,6.89,8.2,8.4,7.96,-0.39,8.35,2.72,7.62,-7.77,-7.62,-9.76,0.1,8.4,-8.25,6.17,-0.68,7.18,-8.69,-8.45,-7.62,0.29,7.14,-0.29,0.34,7.91,-8.06,7.86,-0.1,3.74,7.62,6.5,-0.58,-9.22,-8.74,7.62,-7.67,-0.24,-6.94,7.38,-8.54,8.01,-0.44,5.78,8.88,7.72,-0.05,-7.77,-0.24,8.4,-7.86,8.59,8.25,8.01,7.86,8.2,8.4,8.64,9.32,8.93,9.08,7.82,8.93,7.77,7.96,-5.29,8.16,7.43,8.3,-7.28,6.12,7.09,6.26,-7.09,8.3,6.55,6.02,6.84,7.86,-6.65
"1594",-4.32,-3.3,-4.22,-4.37,-6.5,-3.16,-6.46,-7.04,-4.56,-3.74,-4.17,-4.61,-6.36,1.02,-5.73,-7.23,-7.33,-6.5,-5.92,-6.41,-5.15,-4.08,-4.13,-4.71,-3.98,-3.93,-6.6,-3.59,-5,-4.27,-6.26,-3.93,-4.13,-2.62,-2.91,-6.5,-6.36,-4.08,-3.83,-4.81,-4.22,-3.59,-4.22,-3.98,-6.46,-3.59,-5.44,-2.96,-5,-6.41,-4.51,-4.37,3.25,-0.44,-4.42,-1.75,-4.17,7.33,-4.71,-4.22,-3.69,2.77,-6.55,-4.17,-4.81,0.19,-4.27,-6.31,-5.53,-3.64,-0.87,-0.73,-2.38,6.46,2.86,7.04,-0.15,-0.63,-1.36,-0.34,1.12,2.48,2.14,-2.48,-2.48,-3.54,0.49,4.32,4.17,5.29,4.27,3.69,4.85,4.71,5.24,5.34,1.8,3.35,-6.5,4.61
"1595",4.42,-1.6,4.22,5.87,0.58,-0.78,-8.01,3.74,1.12,3.74,5.78,-4.51,-6.65,2.62,-7.14,-7.86,1.75,3.69,6.31,-8.01,9.03,-3.3,-0.15,-2.86,2.86,5,1.26,2.28,-0.39,0.19,-8.69,-5.97,0.63,1.55,3.45,-1.17,-2.04,-4.42,4.95,1.12,7.82,8.98,2.62,2.14,-1.21,-2.18,-0.68,3.93,8.83,2.09,-4.13,-3.01,6.26,-5.63,-0.97,4.42,-4.03,-4.03,-0.19,-2.38,4.51,6.26,5.83,0.83,3.83,7.52,-3.01,1.94,-1.75,3.4,-5.53,8.69,6.31,0.29,6.75,5.49,-4.81,2.48,7.14,-0.53,-0.34,5.97,7.52,8.11,-7.09,9.08,-9.81,-4.71,7.91,5.58,-1.17,2.14,7.18,8.93,-7.72,3.74,8.25,-4.03,4.56,-8.45
"1596",2.33,-9.71,-8.11,-9.42,-7.33,-9.71,-5.29,-1.65,8.69,5.44,-6.41,-5.92,-1.94,-9.76,-3.59,-8.16,-7.33,-0.97,6.8,1.55,-9.61,-9.76,0.73,2.77,-9.76,-9.76,-0.87,1.17,-5.15,3.5,-9.81,1.7,1.12,-5.15,5.15,9.03,-9.61,-9.51,-1.41,9.03,-9.66,-9.66,8.4,3.45,-9.81,-4.51,1.02,2.43,0.58,-5.24,-9.61,-9.17,-6.84,-9.61,-9.37,-9.61,7.48,2.72,7.38,8.79,-2.52,8.69,5.97,-0.58,-9.17,8.74,-9.42,6.99,-2.04,-9.61,8.98,9.03,6.55,3.5,7.77,8.01,7.72,8.25,8.35,8.93,8.35,8.3,-9.22,3.88,-9.32,9.08,1.65,9.03,8.98,-5.44,9.03,-9.51,-9.61,0.34,-9.56,-9.47,5.15,-9.56,-9.51,-9.66
"1597",8.79,-0.92,8.54,-1.31,-3.69,-0.34,-0.49,-2.38,8.45,8.74,7.33,-2.86,-8.83,-1.02,-9.17,1.75,-2.96,-1.02,6.84,-8.83,-3.2,8.59,8.54,9.32,8.3,-0.73,-0.53,-2.04,-0.92,-6.5,-2.96,6.89,-8.45,8.11,7.43,5.73,8.79,7.91,-7.43,8.35,-5.63,-1.65,8.64,8.79,8.25,5.87,7.86,-0.19,6.5,-8.35,-8.69,-0.58,-7.91,-1.99,6.75,-7.72,8.93,-8.74,-9.22,8.3,-0.44,-7.09,-2.96,-1.94,-1.07,8.06,-0.58,7.43,-0.19,8.06,-1.07,-1.17,-1.12,8.35,8.35,-0.49,-3.16,8.06,-8.88,4.51,8.69,-0.97,8.45,-3.45,8.64,8.35,-3.01,-1.8,9.08,-4.17,-0.92,-1.65,9.08,8.79,8.98,8.3,8.5,8.06,8.2,1.17
"1598",9.27,-9.56,0.53,-9.85,-9.61,-7.77,8.74,-7.72,9.17,2.23,-9.61,3.69,9.08,-2.23,9.22,9.22,-8.98,1.31,8.93,9.03,-9.56,-9.71,8.98,-2.82,-5.78,-9.85,-9.76,5.92,-9.85,0.58,-9.81,0.1,-9.66,-9.27,9.08,2.77,-9.76,3.11,-9.9,9.17,-9.61,-9.76,9.22,0.53,-7.91,-9.27,-9.81,-9.76,-9.81,-9.13,-9.76,-9.85,-9.66,-7.38,-3.3,-9.95,9.08,0.19,6.46,9.08,-9.66,3.11,9.13,9.17,-9.66,8.45,-9.71,-9.76,-7.48,-9.27,9.27,-9.9,8.93,-9.71,9.08,4.85,1.46,9.03,9.37,9.22,9.22,9.13,-9.03,-9.56,-9.76,-9.61,-8.98,9.22,9.17,9.17,8.98,8.83,8.93,-6.8,-1.75,1.02,9.22,-9.71,-9.42,-9.85
"1599",5.63,6.17,-0.29,0.73,-1.17,0.83,2.96,1.46,-0.49,0.83,0.83,3.06,-3.59,3.98,4.08,1.75,-3.79,7.09,0.39,2.23,4.27,4.42,5.19,2.43,3.98,5.19,3.16,3.98,7.09,0.83,1.99,7.48,3.2,6.6,8.16,5.92,4.85,8.59,0.92,2.72,7.57,2.14,1.5,-0.49,4.42,5,2.91,6.94,2.48,7.96,0.78,0.83,5.58,3.83,3.54,6.46,1.6,1.26,2.52,2.43,-4.56,2.57,3.01,0.78,5.29,2.57,3.06,1.5,6.55,0.83,0.78,0.83,-4.51,1.02,1.21,5.19,2.96,3.5,3.79,5.05,6.46,6.26,1.84,3.3,4.42,5.15,7.57,7.57,7.67,5.68,9.08,6.84,6.94,6.94,6.26,5.24,5.24,2.96,0.92,1.12
"1600",8.83,7.43,5.34,7.62,0.05,-4.27,-8.11,-8.25,-4.51,1.84,5.97,3.79,-8.11,5.58,3.69,5.29,7.62,-2.43,6.12,0.34,6.75,6.89,-4.37,0.29,5.49,6.6,8.79,-5.58,4.56,0.05,-6.26,-1.26,4.37,3.83,5.49,2.57,-4.76,-0.68,5.1,8.79,-5.73,8.98,6.89,-5.92,-2.23,-7.77,-0.63,-4.71,-8.11,8.98,-6.7,-7.14,7.18,-3.64,4.66,2.72,3.93,8.74,1.8,-3.5,-1.26,5.19,1.21,-8.4,6.94,3.79,4.66,-0.53,6.12,5.24,-8.64,8.06,6.17,3.83,8.2,7.67,3.59,-1.26,-8.59,8.59,8.01,8.11,8.45,-2.28,8.5,-6.5,8.69,8.35,7.67,-9.32,6.55,7.96,-0.97,8.35,8.83,7.14,-8.88,-1.99,8.64,8.83
"1601",0.24,-0.44,7.72,-0.63,6.36,-7.86,-3.74,2.86,7.18,6.84,7.43,6.84,1.5,-5.92,4.81,-0.05,1.26,7.28,0.68,8.4,8.74,-3.2,7.86,6.94,-0.24,2.48,-7.14,8.98,5.63,7.82,-4.37,-0.53,-5.83,3.25,7.72,2.04,0.15,5.58,2.96,5.78,-7.23,-2.67,6.99,7.86,-0.53,0.05,7.62,5.73,-0.39,6.84,-8.45,-7.52,2.18,7.43,-5.73,3.11,-0.63,-5.53,7.43,8.3,2.52,4.51,7.52,-0.58,-0.34,0.63,-0.39,8.74,-5.97,7.91,-4.32,-0.73,-0.63,5.63,7.67,5.39,-0.63,5.49,4.56,-0.39,0.58,6.6,3.74,-2.28,-3.35,6.41,7.86,7.14,1.6,6.75,0.63,0.34,7.23,7.23,0.24,6.55,3.59,7.14,7.91,0.1
"1602",-5.97,-0.15,-3.83,-6.36,-5.87,-1.21,-5.73,-1.07,3.45,-0.68,-0.83,-3.35,-5.63,0.29,4.27,2.28,-6.07,1.8,-1.36,-3.59,-5.97,1.26,-4.08,-1.55,-1.41,-5.49,-6.21,-1.8,-6.17,-0.15,-6.17,2.23,-5.87,0.29,2.86,1.21,2.18,-5.83,-3.25,-3.54,-0.15,1.31,-0.83,-5.87,0.63,-3.79,-1.26,3.2,1.84,2.18,-5.78,-0.83,-2.82,3.45,0.29,3.3,-3.83,-5.78,2.23,-5.87,2.38,5.15,0.39,-5.87,-6.21,3.2,1.26,5.1,3.25,1.31,2.96,-3.25,-5.78,-4.22,-2.67,4.32,4.32,3.06,-0.49,-6.8,-3.59,3.25,-3.45,4.27,-6.02,3.11,-0.19,3.74,5.44,2.09,5.83,3.4,1.46,3.11,-2.86,3.06,4.17,-7.09,1.31,-6.84
"1603",8.98,2.82,0.44,-6.17,-0.63,4.95,-7.57,-9.37,-0.19,-0.92,-0.68,3.16,3.98,7.52,-9.56,-8.4,-6.99,-8.06,8.69,-9.03,4.9,-0.24,1.55,-1.02,2.72,3.83,5.97,4.08,7.77,-1.75,-6.7,-4.17,-0.39,4.76,7.91,2.86,0,6.89,4.08,-0.24,2.96,2.77,4.08,-0.58,2.14,8.59,1.89,8.4,-0.19,0.19,0.92,2.18,4.76,-1.6,-9.81,5.73,-1.5,-9.56,2.38,-0.29,0.05,6.75,1.02,-3.25,-4.32,8.59,0.15,0,6.8,4.95,-0.34,-0.39,-0.53,-0.53,0.34,-0.49,1.55,-2.43,-3.93,2.48,2.91,3.25,4.51,-2.23,-7.91,-7.91,0.15,5.05,2.57,-4.17,4.85,4.51,3.01,2.09,3.79,-4.47,0.92,0.83,2.09,-0.19
"1604",-5.97,-8.45,-7.18,-7.04,-3.64,-6.12,2.77,-4.85,2.43,0.19,2.91,3.2,-4.85,-3.74,-6.41,3.98,-7.43,-3.64,0.29,-1.02,7.04,2.48,-5.87,3.2,-5.78,3.74,7.57,-0.68,6.7,-5.39,1.21,6.36,-8.4,3.11,6.31,4.71,-8.4,-1.65,-0.68,-5.87,-7.18,1.21,-8.45,-2.33,-3.88,-3.25,1.5,-2.23,4.37,7.14,-6.84,-3.74,6.75,4.37,3.74,-2.33,-7.14,-6.84,-3.69,-0.92,5.63,4.9,-5.87,-8.4,3.06,3.2,2.14,4.81,6.7,-3.06,-6.07,7.23,-6.5,-7.82,-6.75,-7.09,-0.49,-6.21,-2.28,6.17,-6.89,-7.48,0.1,-6.55,-6.02,-6.8,-5.15,-6.84,6.41,-6.41,7.09,7.23,3.88,6.31,-7.96,-6.75,-7.43,-5.63,-6.17,-6.65
"1605",0.19,0.19,0.19,0.15,-3.06,0.49,-2.62,-4.61,-0.19,0.1,0.19,0.1,-4.13,0.34,-2.09,-4.85,-5.44,-4.03,-2.91,-2.67,1.65,-0.1,0.39,0.49,0,0.53,0.15,0.53,-1.55,-0.05,-0.49,0.49,0.19,0,0,-1.02,-0.1,-0.34,0.24,-0.1,0.19,-1.94,0.92,0.15,-0.44,0.49,0.1,-0.1,0.19,-0.34,0.15,0.24,-1.6,-0.29,0.39,-2.38,0.15,-2.62,0.29,-1.99,0.29,-1.55,0,0.15,1.89,-0.19,0,0.05,0.92,-0.05,-0.58,-0.53,-1.46,-0.53,-0.29,-0.63,-0.34,-0.58,-1.21,-0.58,-0.97,-1.36,-0.97,-2.33,-1.84,-2.33,-2.33,-3.79,0.73,1.36,1.36,0.73,0.15,0.39,0.49,0.53,0.34,-0.19,-0.44,1.26
"1606",1.8,-2.38,1.02,-1.89,2.09,1.65,4.76,-0.53,2.77,-0.29,2.14,-4.27,-5.97,-5.39,-6.89,2.96,-1.41,3.59,3.79,-4.08,2.23,2.43,1.8,2.72,-3.5,-2.48,1.46,-3.83,6.26,-3.83,2.38,2.62,1.17,-6.65,2.38,3.79,1.46,-3.25,-2.57,-0.83,-3.79,1.99,0.34,-4.56,3.4,-3.88,1.12,-4.66,1.46,5.58,1.84,-1.12,0.15,-3.3,-3.3,0.24,2.72,1.84,2.14,-3.54,4.51,-0.92,-3.45,-2.09,-9.66,3.88,-0.19,-3.06,3.4,-4.37,0.39,0.39,0.39,0.39,0.39,0.87,0.63,0.63,-4.08,0.63,0.63,0.63,0,0.34,0.34,-0.19,0.34,-5.39,0.34,-1.12,1.65,1.26,-0.83,1.21,0.05,-1.31,-0.83,-0.34,0.73,-0.34
"1607",3.3,7.28,5,1.6,6.12,2.86,5.05,6.84,1.41,3.25,4.85,5.44,-5.29,5.87,7.18,5.39,2.77,4.17,1.41,1.89,3.69,2.28,4.66,0.58,4.13,2.14,5.78,4.61,4.95,1.26,5,5,1.26,1.8,3.93,4.66,0.73,6.07,2.52,3.64,0.39,4.42,2.09,0.78,5.83,0.73,4.66,6.65,7.72,5.83,3.16,0.15,5.97,4.71,6.41,4.47,1.5,-4.13,-2.33,5,3.83,5.68,0.63,3.64,1.94,4.71,2.23,4.85,3.2,1.36,-2.52,2.52,2.48,1.17,1.75,1.89,1.99,2.96,2.14,-0.58,2.33,3.06,2.28,2.77,0.29,3.83,2.57,4.08,4.81,4.13,0.83,3.79,3.35,5.34,3.64,2.33,2.86,1.55,3.35,1.46
"1608",8.16,3.54,3.45,5,7.23,4.71,4.56,8.35,3.01,7.14,6.21,7.04,7.86,2.57,8.2,-8.4,-4.76,6.36,1.07,-6.41,2.23,5.68,-4.22,-2.43,4.71,1.6,5.49,-1.02,-2.62,-3.64,4.42,1.46,2.77,-1.02,-5.34,5.53,7.18,7.82,6.07,0.87,4.66,-0.83,-1.94,8.88,-3.5,6.55,4.81,-2.18,-3.45,1.7,-4.61,5.87,5,5.05,-0.73,-3.2,-3.35,-4.81,-3.64,9.13,5.29,-2.77,-4.85,2.43,-5.24,3.2,-4.22,-6.65,2.86,-1.17,2.43,-4.42,-4.22,1.26,5.1,5.19,-5,-3.98,-3.11,-3.11,-3.5,-3.69,2.86,-2.43,-1.02,8.06,-0.97,0.58,5.87,5.97,-0.78,6.02,-1.17,2.82,3.88,2.33,1.02,-1.02,-4.95,5.29
"1609",5.53,1.21,-7.57,-6.41,-5.92,-6.31,0,-6.17,-5.58,2.33,-0.1,1.55,-5.87,0.24,5.87,-5.92,-0.73,5.24,-6.55,-7.09,-5.87,-6.55,-6.65,-6.5,-0.05,-7.96,2.23,-5.53,3.01,-6.17,-5.92,2.52,0.1,-5.92,0.83,0.63,-5.97,-6.12,-7.52,-7.48,-5.49,2.48,-6.89,7.14,2.14,-5.53,-7.67,-5.92,-2.67,0.1,-6.55,-5.92,-5.92,-7.33,-6.17,-5.68,-6.6,-6.21,-5.97,-0.24,-5.68,-1.8,-6.17,-0.24,-5.87,0.15,-6.99,-0.87,-6.21,-5.68,-6.07,-5.78,-6.07,-6.07,-6.21,-6.07,-6.07,-5.1,-5.1,-5.1,-5.05,-5,-3.54,-2.77,-6.36,-6.65,-0.87,-6.26,-6.31,-6.31,-6.31,-7.52,-6.31,-6.31,-6.36,-6.02,-5.68,-0.83,-6.5,-5.92
"1610",8.25,4.37,-5.34,-4.95,3.2,-6.5,2.04,2.43,-0.29,-0.29,0.1,5.53,2.82,3.59,2.04,4.76,-0.68,5.15,-3.4,-4.95,-4.17,-3.4,-4.95,-4.95,-4.17,6.31,2.43,-7.28,-0.29,-4.56,-4.17,3.98,-6.89,-0.29,4.37,4.76,-0.29,4.76,-5.34,-7.28,-3.01,4.76,3.59,2.04,-0.29,5.15,-8.06,-0.29,-4.56,5.15,-3.79,-3.79,5.15,-4.17,0.87,3.98,-6.12,-9.22,-5.34,-3.79,4.37,4.76,-9.22,-2.23,5.53,4.76,-7.28,-6.12,4.37,2.82,-4.56,3.98,-3.79,-3.4,-6.12,-0.29,-3.4,-0.29,-2.62,-4.95,3.2,-3.4,3.2,2.43,-3.4,-0.29,2.82,-2.23,2.04,-3.79,4.37,0.87,-0.29,-0.29,-0.29,3.59,2.43,5.15,-0.29,-0.29
